text,label,label_id,topic,source,original_split
"thầy dạy rất vui vẻ , gần gũi với học sinh .",Tích cực,2,0,UIT-VSFC,train
assignments given at home are good .,Tích cực,2,3,UIT-VSFC,train
thầy nghiêm khắc nhưng rất nhiệt tình !,Tích cực,2,0,UIT-VSFC,train
"tiếp cận được phương pháp học tiếng anh hoàn toàn mới so với lúc còn học cấp 2 , 3 .",Tích cực,2,1,UIT-VSFC,train
thầy dạy kiến thức đủ để em làm bài thi hiểu về giải tích 2 và đạt được kết quả tốt trong kỳ thi .,Tích cực,2,0,UIT-VSFC,train
"dạy dễ hiểu , kỹ càng .",Tích cực,2,0,UIT-VSFC,train
mong thầy dạy nhiều môn hơn nữa .,Tiêu cực,0,0,UIT-VSFC,train
máy chiếu rất mờ .,Tiêu cực,0,2,UIT-VSFC,train
đảm bảo đúng thời gian lên lớp của giảng viên !,Tích cực,2,0,UIT-VSFC,train
mong trường xem lại phương pháp dạy của thầy .,Tiêu cực,0,0,UIT-VSFC,train
copy code từ cái slide quăng vào visual để chờ thầy chấm điểm cho cao .,Tiêu cực,0,0,UIT-VSFC,train
không đến lớp làm sinh viên đi học rồi phải tự đi về .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên phải giảng kỹ về những công thức và không nên cho làm bài tập một cách khuôn khổ không có sáng tạo .,Tiêu cực,0,0,UIT-VSFC,train
cần tăng cường chất lượng phòng máy .,Tiêu cực,0,2,UIT-VSFC,train
dạy hơi lâu về kiến thức .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy rất tận tình , chu đáo , cách dạy phù hợp với môn học , không yêu cầu sinh viên phải ràng buộc kiến thức , phải tự tìm tòi học hỏi .",Tích cực,2,0,UIT-VSFC,train
trường mình rất may mắn có một người thầy như vầy .,Tích cực,2,0,UIT-VSFC,train
"đây là một môn khó , do đó cần liên hệ với thực tiễn để sinh viên có thể hiểu rõ ý nghĩa của môn học .",Tiêu cực,0,1,UIT-VSFC,train
"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",Tiêu cực,0,0,UIT-VSFC,train
"nhiệt tình và tận tâm với học sinh , giảng bài rất dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
thực hành quá khó hầu như chưa sinh viên nào có kinh nghiệm lại đi cho một dự án rồi tự sinh viên làm thử hỏi sao sinh viên có thể làm được .,Tiêu cực,0,1,UIT-VSFC,train
"chủ yếu là đọc slide , đôi khi gây khó hiểu , nhàm chán mặc dù thầy dạy rất tận tâm .",Tiêu cực,0,0,UIT-VSFC,train
hiền hậu .,Tích cực,2,0,UIT-VSFC,train
"dạy tận tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
giáo viên nhiệt tình vui vẻ .,Tích cực,2,0,UIT-VSFC,train
"ít tương tác với sinh viên khi dạy , không thông báo cụ thể đồ án phải làm những gì , không thông báo ngày báo cáo cũng như hỏi han tiến độ đồ án .",Tiêu cực,0,0,UIT-VSFC,train
thày rất nhiệt tình trong giảng dạy và hướng dẫn sinh viên .,Tích cực,2,0,UIT-VSFC,train
"thầy giảng hay và rất nhiệt tình với học sinh , thân thiện .",Tích cực,2,0,UIT-VSFC,train
"thầy giảng bài kỹ , chi tiết .",Tích cực,2,0,UIT-VSFC,train
"giảng viên dạy , giải đáp nhiệt tình cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
thầy vô cùng nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
"giảng cụ thể , rõ ràng .",Tích cực,2,0,UIT-VSFC,train
"cần có bài tập nhóm , trên lớp hoặc về nhà .",Tích cực,2,1,UIT-VSFC,train
"nhiệt tình , dễ gần , hình thức giảng dạy dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
dạy lướt nhanh lý thuyết .,Tiêu cực,0,0,UIT-VSFC,train
em thật sự không nắm được nội dung và yêu cầu của môn học .,Tiêu cực,0,3,UIT-VSFC,train
"môn này cần tăng lên 4 tín chỉ thay vì là 3 vì mạng truyền thông và di động có kiến thức khá rộng , môn này không có thực hành nên có thực hành vì mạng di động mà không thực hành thì khá trừu tượng .",Tiêu cực,0,1,UIT-VSFC,train
chất lượng đào tạo tốt !,Tích cực,2,1,UIT-VSFC,train
nội dung thầy dạy bị rời rạc .,Tiêu cực,0,0,UIT-VSFC,train
cần tăng cường giảng giải lý thuyết .,Tiêu cực,0,1,UIT-VSFC,train
thầy giảng bài rất dễ hiểu và bài tập thầy giảng rất kỹ !,Tích cực,2,0,UIT-VSFC,train
các bài thực hành theo ý kiến chủ quan của sinh viên thì hơi quá khó nhất là 1 - 2 bài gần cuối .,Tiêu cực,0,1,UIT-VSFC,train
"giải thích rõ nội dung của mỗi bài trước khi thực hành , giải đáp các thắc mắc của sinh viên trong quá trình thực hành .",Tích cực,2,0,UIT-VSFC,train
có sự định hướng và cập nhật thông tin cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
thầy có kiến thức rất rộng và dạy nhiều kiến thức hay .,Tích cực,2,0,UIT-VSFC,train
"giảng viên nói suông lý thuyết , không có minh hoạ cụ thể trực tiếp .",Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy dễ hiểu , phong thái mỹ colonsmile .",Tích cực,2,0,UIT-VSFC,train
tận tình trong việc giảng dạy .,Tích cực,2,0,UIT-VSFC,train
"thầy nên phân 2 - 3 nhóm làm chung đề tài seminar , như vậy những buổi seminar sẽ có phản biện và trở nên thú vị hơn .",Tiêu cực,0,0,UIT-VSFC,train
"hướng dẫn sinh viên tiếp cận được nhiều kỹ năng của bộ môn , cho nhiều bài tập , chỉ nhiều trang web , sách để hỗ trợ cho phần học tốt .",Tích cực,2,0,UIT-VSFC,train
"thầy giảng bài tốt , bài thực hành em làm không sót bài nào .",Tích cực,2,0,UIT-VSFC,train
"giáo viên giảng dạy nhiệt tình , tận tâm .",Tích cực,2,0,UIT-VSFC,train
nên hướng dẫn các bài tập thực hành trước khi cho sinh viên làm .,Tiêu cực,0,0,UIT-VSFC,train
chưa tận dụng tốt thời gian lên lớp .,Tiêu cực,0,0,UIT-VSFC,train
nên bỏ hoặc là tâm huyết với seminar thì tốt hơn .,Tiêu cực,0,1,UIT-VSFC,train
"môn thực hành này , về kiến thức , học tập , chủ yếu là em trao đổi với bạn học và với giáo viên lý thuyết cô wzjwz152 .",Bình thường,1,1,UIT-VSFC,train
"tận tâm , nhiệt tình , vui tính , bài giảng ngắn gọn , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"tính cách của thầy hoàn toàn chẳng ra một người thầy học cao , từng đi du học gì hết .",Tiêu cực,0,0,UIT-VSFC,train
kiểm tra vở bài tập .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy hay , dễ hiểu , kiến thức ngoài lề rất bổ ích .",Tích cực,2,0,UIT-VSFC,train
hy vọng thầy cho nhiều bài tập hơn .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên dạy tương đối dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
tâm huyết với bài giảng .,Tích cực,2,0,UIT-VSFC,train
đảm bảo giờ giấc lên lớp cũng như số lượng bài tập về nhà .,Tích cực,2,0,UIT-VSFC,train
tuy năm 3 - 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất .,Tiêu cực,0,3,UIT-VSFC,train
nâng cấp trang thiết bị phòng học doubledot máy chiếu và quạt .,Tiêu cực,0,2,UIT-VSFC,train
dạy khá tốt .,Tích cực,2,0,UIT-VSFC,train
"cô nhiệt tình , tận tâm .",Tích cực,2,0,UIT-VSFC,train
"thầy vui vẻ , dễ gần , nhiệt tình , có những đồ án hay .",Tích cực,2,0,UIT-VSFC,train
"giảng viên cần quan tâm đến sinh viên nhiều hơn nữa , lớp học đông giảng viên chưa quan tâm nhiệt tình .",Tiêu cực,0,0,UIT-VSFC,train
"tuyệt vời , thầy rất tận tâm , đến giờ rất đúng chính xác đên từng phút , giảng bài rất kỹ , khi sinh viên nhờ thầy giảng lại thầy sẵn sàng giảng và giúp đỡ tận tình .",Tích cực,2,0,UIT-VSFC,train
cần phân bổ số lượng bài tập phù hợp với nội dung lý thuyết .,Tiêu cực,0,1,UIT-VSFC,train
"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .",Tích cực,2,3,UIT-VSFC,train
"thầy dạy rất kỹ , chú trọng từng chi tiết .",Tích cực,2,0,UIT-VSFC,train
sinh viên có thể hiểu bài và áp dụng vào bài tập .,Tích cực,2,3,UIT-VSFC,train
"trên lớp cô dạy kỹ lưỡng , giảng bài dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
không đồng ý với việc thi lập trình trên giấy .,Tiêu cực,0,1,UIT-VSFC,train
thầy gần gũi với học sinh .,Tích cực,2,0,UIT-VSFC,train
nên cập nhật những nội dung mới vào môn học .,Tiêu cực,0,1,UIT-VSFC,train
"thầy dạy nhiệt tình , giọng nói hay cuốn hút .",Tích cực,2,0,UIT-VSFC,train
tận tâm !,Tích cực,2,0,UIT-VSFC,train
"giảng viên thường xuyên khích lệ sinh viên cố gắng trau dồi , cải thiện nhiều kỹ năng cần thiết .",Tích cực,2,0,UIT-VSFC,train
giảng viên giảng bài khó hiểu nên sinh viên tự học là chính .,Tiêu cực,0,0,UIT-VSFC,train
"thầy nói nhiều , làm việc hơi thiếu chuyên nghiệp , cho học quá nhiều quá lâu dưới trời nắng nóng , tập luyện quá sức , mong thầy giảm bớt thời lượng học lại ạ .",Tiêu cực,0,0,UIT-VSFC,train
"thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .",Tích cực,2,0,UIT-VSFC,train
"không hài lòng , dạy cái gì cũng sơ sài , sinh viên hỏi sâu vô thì không biết , lảng tránh vấn đề .",Tiêu cực,0,0,UIT-VSFC,train
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",Tiêu cực,0,1,UIT-VSFC,train
em không hài với phương pháp dạy của thầy .,Tiêu cực,0,0,UIT-VSFC,train
cần thêm code demo hướng dẫn phương pháp .,Tiêu cực,0,1,UIT-VSFC,train
sinh viên hoàn toàn tự học .,Tích cực,2,1,UIT-VSFC,train
quá mất thời gian cho những buổi thực hành đầu tiên .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên cần bồi bổ thêm sức khỏe colonsmile .,Tiêu cực,0,3,UIT-VSFC,train
"dạy hay , hiệu quả .",Tích cực,2,0,UIT-VSFC,train
đôi khi diễn đạt khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
thầy có khả năng truyền đạt kiến thức tốt .,Tích cực,2,0,UIT-VSFC,train
"giáo viên dạy rất hay , tâm huyết .",Tích cực,2,0,UIT-VSFC,train
có demo trên máy tính khi giảng dạy giúp sinh viên dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
"giảng khó hiểu , không có tâm .",Tiêu cực,0,0,UIT-VSFC,train
"giáo viên giảng dạy không hề dễ hiểu , không truyền đạt được kiến thức .",Tiêu cực,0,0,UIT-VSFC,train
cho bài tập mỗi tuần .,Bình thường,1,0,UIT-VSFC,train
một số giáo viên lướt bài qua nhanh và có những phần chưa học tới .,Tiêu cực,0,0,UIT-VSFC,train
thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .,Tích cực,2,0,UIT-VSFC,train
"tích cực , nhiệt tình giảng dạy .",Tích cực,2,0,UIT-VSFC,train
hơi khó hiểu ạ .,Tiêu cực,0,0,UIT-VSFC,train
thêm thời lượng môn học .,Tiêu cực,0,1,UIT-VSFC,train
thầy wzjwz247 đôi lúc nhìn hơi bị bí hiểm em cảm thấy sợ vì điều này .,Tiêu cực,0,0,UIT-VSFC,train
thầy vui tính và nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
cách dạy hơi nhanh .,Tiêu cực,0,0,UIT-VSFC,train
khả năng nói tiếng anh tốt .,Tích cực,2,3,UIT-VSFC,train
"thầy dạy rất hay , nhiệt tình và dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
giảng viên rất gần gũi và giúp đỡ sinh viên .,Tích cực,2,0,UIT-VSFC,train
"cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .",Tiêu cực,0,0,UIT-VSFC,train
kiến thức còn kỳ kỳ .,Tiêu cực,0,1,UIT-VSFC,train
sắp xếp thời gian nghĩ và dạy bù tốt .,Tích cực,2,0,UIT-VSFC,train
cô dạy hơi nhanh về ngữ pháp .,Tiêu cực,0,0,UIT-VSFC,train
"bởi học kỳ này tiết học thực hành của môn học bị trễ nhiều tuần , giảng viên thực hành phải đắp giờ học bù và bài tập nhiều hơn dự kiến .",Tiêu cực,0,1,UIT-VSFC,train
thầy wzjwz313 dạy rất nhiệt tình còn thầy wzjwz314 chưa giảng giải kỹ lắm và một số thao tác của thầy wzjwz314 còn hơi nâng cao với tụi em .,Tiêu cực,0,0,UIT-VSFC,train
"cô dạy hơi khó hiểu , dạy nhanh .",Tiêu cực,0,0,UIT-VSFC,train
"thầy rất nhiệt tình nhưng nhiều lúc giải bài tập hơi nhanh , đối với em thấy vậy .",Tiêu cực,0,0,UIT-VSFC,train
"tiết học vui nhộn , thú vị tạo cảm giác thoải mái khi học tập .",Tích cực,2,1,UIT-VSFC,train
nên thống nhất hình thức thi thực hành của môn học .,Tiêu cực,0,1,UIT-VSFC,train
"tiết học thiếu không khí vui tươi , nhiệt tình từ sinh viên .",Tiêu cực,0,1,UIT-VSFC,train
"dễ hiểu , dễ tiếp thu .",Tích cực,2,0,UIT-VSFC,train
em mong muốn sẽ cho sinh viên được thực hành nhiều hơn để có thể áp dụng những kiến thức trong học tập vào đời sống hằng ngày .,Tiêu cực,0,1,UIT-VSFC,train
"giảng dạy tỉ mỉ , tận tình .",Tích cực,2,0,UIT-VSFC,train
"mong khi lên lớp thầy tập trung vào môn học hơn , không đưa ra những ví dụ lạc đề và những chuyện không liên quan trong giờ học .",Tiêu cực,0,0,UIT-VSFC,train
"rất chăm lo cho sinh viên , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
"cần có các phần mềm , thiết bị mô phỏng những bài lý thuyết đã học để sinh viên có được một cái nhìn trực quan , sinh động và dễ hiểu hơn .",Tiêu cực,0,2,UIT-VSFC,train
thầy cứ mặc định học sinh thông minh .,Tiêu cực,0,0,UIT-VSFC,train
nâng cao cơ sở vật chất .,Tiêu cực,0,2,UIT-VSFC,train
lý thuyết đi nhanh làm tụi em hiểu bài dựa trên ví dụ .,Tiêu cực,0,1,UIT-VSFC,train
cách tính điểm chưa công bằng cho các thành viên trong nhóm đồ án .,Tiêu cực,0,1,UIT-VSFC,train
"vì phòng học lớn , chất lượng không hiệu quả .",Tích cực,2,2,UIT-VSFC,train
thà sinh viên ở nhà tự thực hành vui hơn .,Tiêu cực,0,1,UIT-VSFC,train
"khó tiếp thu , trình bày quá nhanh không kịp nghe .",Tiêu cực,0,0,UIT-VSFC,train
cô wzjwz45 dạy hay !,Tích cực,2,0,UIT-VSFC,train
nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .,Tiêu cực,0,1,UIT-VSFC,train
chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó .,Tích cực,2,0,UIT-VSFC,train
biết thêm nhiều thông tin bổ ích .,Tích cực,2,3,UIT-VSFC,train
nâng cao chất lượng cơ sở vật chất .,Tiêu cực,0,2,UIT-VSFC,train
"em có phản ánh thế này doubledot thực hành là học cách tuần , trong khi đó thì bài thực hành mỗi tuần mỗi khác .",Tiêu cực,0,1,UIT-VSFC,train
lịch học bù đôi khi cập nhật trễ .,Tiêu cực,0,1,UIT-VSFC,train
"truyền đạt chưa mạch lạc , rõ ràng , đôi khi còn nhầm lẫn .",Tiêu cực,0,0,UIT-VSFC,train
"giảng viên lý thuyết giảng bài không được hay , dễ gây buồn ngủ , không có gì đặc biệt ngoài việc chỉ toàn đọc lý thuyết từ trong slide ra .",Tiêu cực,0,0,UIT-VSFC,train
giảng dạy hơi nhanh .,Tiêu cực,0,0,UIT-VSFC,train
nâng cao chất lượng phòng học và các trang thiết bị hỗ trợ .,Tiêu cực,0,2,UIT-VSFC,train
"đôi khi còn khô cứng , hay giảng dạy thuật toán qua code .",Tiêu cực,0,0,UIT-VSFC,train
dễ gây buồn ngủ .,Tiêu cực,0,0,UIT-VSFC,train
"rất tận tâm và nhiệt tình trong công việc giảng dạy , em rất ấn tượng với cô .",Tích cực,2,0,UIT-VSFC,train
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
"em không hài lòng về thời gian lên lớp đúng giờ của thầy , sau đợt học quân đội mấy tuần liền sinh viên bọn em tới học rồi chờ hơn 1 tiếng rồi về .",Tiêu cực,0,0,UIT-VSFC,train
"thầy giảng bài rất chi tiết , rất tận tâm !",Tích cực,2,0,UIT-VSFC,train
"cô xinh , dạy có tâm , thương học sinh .",Tích cực,2,0,UIT-VSFC,train
có thể hai thầy chưa nhất quán được nội dung phần thực hành .,Tiêu cực,0,1,UIT-VSFC,train
thầy trẻ mới ra trường nên rất nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
thầy dạy nhiệt tình có nhiều tiết bài tập cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
"cách dạy rất buồn ngủ , không tạo được hung thú cho sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
"nên khuyến khích mấy môn khác đều như môn này , thầy có đọc được ý kiến này thì thầy nói mấy thầy trong khoa cứ cho đồ án sinh viên làm , khỏi làm mấy bài lab chi cả , chán òm mà có hiểu được gì đâu .",Tiêu cực,0,0,UIT-VSFC,train
"nhưng đổi lại khi được học với thầy thì lại là cảm giác khác , áp lực , thiếu tự tin , mệt mỏi , sau mỗi buổi học là một cơn đau đầu kéo dài .",Tiêu cực,0,0,UIT-VSFC,train
dạy khá là nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
"rồi trong thời gian sinh viên báo cáo thì không lắng nghe và góp ý , mà hỏi những câu ví dụ như doubledot "" chỉ có vậy thôi hả ? còn gì nữa không ? dotdotdot "" .",Tiêu cực,0,0,UIT-VSFC,train
thầy dạy hay kêu sinh viên uống bia !,Tiêu cực,0,0,UIT-VSFC,train
"nói khó nghe , diễn đạt khó hiểu .",Tiêu cực,0,0,UIT-VSFC,train
giảng viên cần chú ý nhiều vào phân bổ thời lượng giảng dạy .,Tiêu cực,0,0,UIT-VSFC,train
"phòng thực hành có rất nhiều máy bị hư hỏng , chúng em không thể sử dụng chuột được , visual thì phiên bản cũ quá , không còn phù hợp cho học tập nữa .",Tiêu cực,0,2,UIT-VSFC,train
thầy đọc slide nhiều hơn là giảng .,Tiêu cực,0,0,UIT-VSFC,train
giáo viên thường xuyên luyện kỹ năng nghe và nói .,Tích cực,2,0,UIT-VSFC,train
lo lắng cho học sinh .,Tích cực,2,0,UIT-VSFC,train
giáo viên cho xem các bộ phim tiếng anh giúp trau dồi kỹ năng nghe rất hữu ích .,Tích cực,2,0,UIT-VSFC,train
"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",Tích cực,2,3,UIT-VSFC,train
"thầy dạy hay , dễ hiễu .",Tích cực,2,0,UIT-VSFC,train
"giảng dạy tận tình , đầy nhiệt huyết .",Tích cực,2,0,UIT-VSFC,train
tài liệu chính thức của trường chưa có .,Tiêu cực,0,1,UIT-VSFC,train
cần cung cấp nhiều tài liệu .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên vui tính .,Tích cực,2,0,UIT-VSFC,train
thầy rất quan tâm đến sinh viên .,Tích cực,2,0,UIT-VSFC,train
"giảng dễ hiểu , nội dung đầy đủ .",Tích cực,2,0,UIT-VSFC,train
"thầy quá thụ động , ít ra là người thầy phải năng động chứ .",Tiêu cực,0,0,UIT-VSFC,train
chú tâm đến sinh viên .,Tích cực,2,0,UIT-VSFC,train
"cô dễ thương , dạy dễ hiểu , nhiệt tình với học sinh .",Tích cực,2,1,UIT-VSFC,train
đã rất tốt .,Tích cực,2,3,UIT-VSFC,train
"thầy dạy khá hay và dễ hiểu , em rất hài lòng về môn học do thầy wzjwz115 dạy , em xin cảm ơn .",Tích cực,2,0,UIT-VSFC,train
số lượng sinh viên nên giảm xuống khoảng 10 người fraction lớp .,Tiêu cực,0,1,UIT-VSFC,train
giọng nói nhỏ nhưng giảng viên không chịu sử dụng micro làm khó nghe hơn .,Tiêu cực,0,0,UIT-VSFC,train
"thầy giáo thân thiện , giảng dạy nhiệt tình , khá dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
nói quá nhanh !,Tiêu cực,0,0,UIT-VSFC,train
"giảng hay , giảng viên vui tính , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
đồ án lập trình cần giao ngay đầu học kỳ để sinh viên có thể sắp xếp đầu tư .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên thoải mái , giảng dạy tận tâm .",Tích cực,2,0,UIT-VSFC,train
giảng bài vài giải bài quá nhanh .,Tiêu cực,0,0,UIT-VSFC,train
nghỉ học quá nhiều .,Tiêu cực,0,0,UIT-VSFC,train
không được luyện tập nhiều về các kỹ năng .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên gợi ý , định hướng cho sinh viên từ đồ án chuyên ngành đến khoá luận tốt nghiệp .",Tích cực,2,0,UIT-VSFC,train
chưa tương tác tốt với sinh viên qua e-mail .,Tiêu cực,0,0,UIT-VSFC,train
"rất nhiệt tình vì học sinh , giảng dạy rất hay và hiệu quả .",Tích cực,2,0,UIT-VSFC,train
ít nhiệt tình trong việc hỗ trợ sinh viên làm đồ án .,Tiêu cực,0,0,UIT-VSFC,train
cô thường xuyên lên lớp muộn khiến học sinh phải đợi cô .,Tiêu cực,0,0,UIT-VSFC,train
triệu like cho thầy !,Tích cực,2,0,UIT-VSFC,train
"lên lớp trễ , nghỉ không thấy thông báo .",Tiêu cực,0,0,UIT-VSFC,train
"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy .",Tiêu cực,0,1,UIT-VSFC,train
đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .,Tiêu cực,0,2,UIT-VSFC,train
"bài tập đa dạng , mức độ khó dễ khác nhau .",Tích cực,2,1,UIT-VSFC,train
thầy chỉ hướng dẫn cách làm bài mặc dù sinh viên không hiểu bản chất của vấn đề .,Tiêu cực,0,0,UIT-VSFC,train
số lượng buổi học hơi ít so với nội dung thực hành .,Tiêu cực,0,1,UIT-VSFC,train
thầy dạy chán chưa thu hút học sinh .,Tiêu cực,0,0,UIT-VSFC,train
thu hút sinh viên .,Tích cực,2,0,UIT-VSFC,train
"trình độ chuyên môn cao , quan tâm nhiều đến sinh viên .",Tích cực,2,0,UIT-VSFC,train
cung cấp đủ tài liệu để sinh viên tự nghiên cứu .,Tích cực,2,0,UIT-VSFC,train
"thầy giáo sôi nổi truyền đạt kiến thức tốt , gần gũi với học sinh , vui vẻ .",Tích cực,2,0,UIT-VSFC,train
"cô sẵn sàng giải đáp mọi thắc mắc nhanh nhất có thể , luôn tìm hiểu kỹ nội dung để có thể dạy tốt nhất .",Tích cực,2,0,UIT-VSFC,train
"em thấy bất cập là khi giải bài trên bảng ở giảng đường 1 , khoảng cách thì xa trong khi chữ viết của sinh viên lại rất mờ và nhỏ , khó có thể thấy rõ .",Tiêu cực,0,2,UIT-VSFC,train
"dạy dễ hiểu , học sinh tiếp thu tốt .",Tích cực,2,0,UIT-VSFC,train
tận tình của giáo viên .,Tích cực,2,0,UIT-VSFC,train
bài tập về nhà mức hơi khó .,Tiêu cực,0,1,UIT-VSFC,train
cần giáo trình và bài tập .,Tiêu cực,0,1,UIT-VSFC,train
chu đáo nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
thái độ giảng dạy của giáo viên khá tốt .,Tích cực,2,0,UIT-VSFC,train
mọi thứ .,Bình thường,1,3,UIT-VSFC,train
thầy dạy chủ yếu chứng minh công thức có sẵn nên hay mất thời gian và không đưa ra trọng tâm cho sinh viên học !,Tiêu cực,0,0,UIT-VSFC,train
không đảm bảo giờ giấc lên lớp .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên nhiệt tình , tận tâm với công việc .",Tích cực,2,0,UIT-VSFC,train
nên cung cấp cho sinh viên nhiều kiến thức thực tế qua các bài tập và thực hành .,Tiêu cực,0,1,UIT-VSFC,train
"nhiệt tình dạy dễ hiểu , thân thiện hài hước .",Tích cực,2,0,UIT-VSFC,train
giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
"sau mỗi phần lý thuyết thầy đều cho bài tập , bài học trở nên rất dễ hiểu và tạo cơ hội cho sinh viên áp dụng những kiến thức vừa được học .",Tích cực,2,0,UIT-VSFC,train
cô dạy siêu dễ thương .,Tích cực,2,0,UIT-VSFC,train
em không hài lòng về cách dạy .,Tiêu cực,0,0,UIT-VSFC,train
"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",Tiêu cực,0,2,UIT-VSFC,train
mong thầy càng giảng dạy tốt hơn cho đến sau này !,Tiêu cực,0,0,UIT-VSFC,train
thầy dạy khá nhanh và khá khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
cô có tâm huyết với nghề .,Tích cực,2,0,UIT-VSFC,train
thân thiện .,Tích cực,2,0,UIT-VSFC,train
vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,Tích cực,2,0,UIT-VSFC,train
điểm danh đủ các buổi để tạo công bằng cho sinh viên .,Tích cực,2,1,UIT-VSFC,train
"thầy giáo giảng dạy vui vẻ , áp dụng thực tế .",Tích cực,2,0,UIT-VSFC,train
thầy wzjwz63 đưa ra những đề tài rất hay .,Tích cực,2,0,UIT-VSFC,train
giờ thực hành được tăng cường nhiều hơn nữa .,Tiêu cực,0,1,UIT-VSFC,train
thầy rất đẹp trai colonsmile .,Tích cực,2,0,UIT-VSFC,train
thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .,Tích cực,2,0,UIT-VSFC,train
"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống .",Tích cực,2,0,UIT-VSFC,train
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .",Tích cực,2,0,UIT-VSFC,train
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,Tiêu cực,0,0,UIT-VSFC,train
"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích .",Tích cực,2,0,UIT-VSFC,train
giáo viên dạy rất tốt !,Tích cực,2,0,UIT-VSFC,train
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,Tiêu cực,0,1,UIT-VSFC,train
cách này không phù hợp với môn học .,Tiêu cực,0,1,UIT-VSFC,train
hài lòng nhất là đúng giờ .,Tích cực,2,0,UIT-VSFC,train
